,Artifical Data,label
889,2.039492663504892,0
890,4.829498438219212,0
891,5.948460385544417,0
892,5.24704015516699,0
893,5.484008597664774,0
894,6.384643357823052,0
895,8.970542747480106,0
896,12.063106651417671,1
897,13.91226819262001,0
898,13.108478230172924,0
899,9.83691343269481,0
900,5.22674548593683,0
901,1.082526813903815,0
902,-0.3990353442905419,0
903,-0.785219667504697,0
904,-1.3767298225876,0
905,-2.8560646717325624,0
906,-2.6959997585499496,0
907,-2.1508559085598664,0
908,-20.0,0
909,-2.589278341362331,0
910,-3.9452296136167755,0
911,-3.3043871182191333,0
912,-0.4433832072535715,0
913,3.0004985997070337,0
914,6.039670608827952,0
915,7.814088576470068,0
916,8.993437622843471,0
917,11.064225009014269,0
918,14.282391730368245,0
919,17.886512232539214,0
920,19.951205057155654,0
921,19.87660862329867,0
922,17.97759563099241,0
923,16.956231492853885,0
924,16.47989974178937,0
925,18.229236857559282,0
926,21.9242239528546,0
927,26.044831424183105,0
928,28.960559654147847,0
929,30.542896286304835,0
930,29.80532636123138,0
931,27.36793726653997,0
932,24.234518996202965,0
933,21.509306498938127,0
934,18.855671484122766,0
935,15.73276724198907,0
936,11.698563265561095,0
937,7.228710084882547,0
938,3.3991463084150344,0
939,1.8179358833066614,0
940,2.014404307065863,1
941,3.4824510419862227,0
942,4.47260526209557,0
943,4.468958840229952,0
944,4.273581359995062,0
945,5.319487945650249,0
946,7.2163230139381325,0
947,8.989400977378565,0
948,10.06175271949501,0
949,9.926181759401622,0
950,10.437536809312688,0
951,10.490942415373944,0
952,11.733407472745776,0
953,14.134028681137279,0
954,17.608027340283435,0
955,20.368733401672685,0
956,22.441704566094984,0
957,22.143111493089716,0
958,19.337149250736907,0
959,15.406327076556602,0
960,11.23367310260559,0
961,7.666959045858415,0
962,4.5854738911008965,0
963,1.9344643684624936,0
964,0.411863381023851,0
965,100.0,1
966,-2.4347733523554034,0
967,-4.474975813763705,0
968,-5.252934730452301,0
969,-5.005832607885992,0
970,-4.634808885413334,0
971,-4.757671988879734,0
972,-6.521890200593983,0
973,-9.012761260714184,0
974,-10.257619285396004,0
975,-9.873708656703618,0
976,-9.743135652441348,0
977,-12.477379229680388,0
978,-16.9906981455286,0
979,-21.223162747169738,0
980,-23.211643355546872,0
981,-23.05301454527655,0
982,-23.082301917708637,0
983,-23.448926796440936,0
984,-21.81270487871879,0
985,-50.0,1
986,-16.77011670412454,0
987,-15.437477926687688,0
988,-14.659663795594106,0
989,-15.495825964734852,0
990,-16.853307021782918,0
991,-18.82019934122884,0
992,-18.84345652219456,0
993,-18.50464893904118,0
994,-15.87612505711316,0
995,-13.336591445834454,0
996,-11.523479705199428,0
997,-11.074125573027388,0
998,0.0,1
999,-13.696045024303618,0
